State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons
andhra pradesh,rabi,sesamum,30,15,30,6.46,288.3,25.46,4059.0,1039.0
andhra pradesh,rabi,rice,80,40,40,5.64,288.3,25.46,1584.0,3594.0
andhra pradesh,rabi,ragi,50,40,20,5.5,288.3,25.46,1214.0,1878.0
andhra pradesh,rabi,onion,120,60,65,6.14,288.3,25.46,1294.0,22930.0
andhra pradesh,rabi,moong,20,40,20,5.52,288.3,25.46,29826.0,13273.0
andhra pradesh,rabi,maize,80,40,20,5.48,288.3,25.46,146.0,945.0
andhra pradesh,rabi,jowar,80,40,40,5.54,288.3,25.46,109.0,80.0
andhra pradesh,rabi,horsegram,20,60,20,5.98,288.3,25.46,16235.0,8962.0
andhra pradesh,kharif,sunflower,50,60,30,5.44,654.34,29.26666666666667,71.0,80.0
andhra pradesh,kharif,sesamum,30,15,30,6.64,654.34,29.26666666666667,3283.0,552.0
andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,178771.0,393654.0
andhra pradesh,kharif,ragi,50,40,20,5.32,654.34,29.26666666666667,2092.0,2205.0
andhra pradesh,kharif,moong,20,40,20,5.48,654.34,29.26666666666667,191.0,92.0
andhra pradesh,kharif,maize,80,40,20,5.62,654.34,29.26666666666667,311.0,831.0
andhra pradesh,kharif,cotton,120,40,20,5.66,654.34,29.26666666666667,1724.0,4503.0
andhra pradesh,whole year,turmeric,25,60,100,4.88,1037.32,28.081818181818186,107.0,462.0
andhra pradesh,whole year,tapioca,50,50,50,5.44,1037.32,28.081818181818186,25.0,207.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.0,1037.32,28.081818181818186,260.0,4442.0
andhra pradesh,whole year,turmeric,25,60,100,5.04,1037.32,28.081818181818186,235.0,1016.0
andhra pradesh,kharif,cotton,120,40,20,5.38,654.34,29.26666666666667,1021.0,2667.0
andhra pradesh,kharif,horsegram,20,60,20,6.04,654.34,29.26666666666667,325.0,140.0
andhra pradesh,kharif,jowar,80,40,40,5.46,654.34,29.26666666666667,1442.0,825.0
andhra pradesh,kharif,moong,20,40,20,5.52,654.34,29.26666666666667,369.0,178.0
andhra pradesh,kharif,maize,80,40,20,5.32,654.34,29.26666666666667,1311.0,3504.0
andhra pradesh,kharif,jowar,80,40,40,5.58,654.34,29.26666666666667,376.0,215.0
andhra pradesh,kharif,cotton,120,40,20,5.66,654.34,29.26666666666667,15639.0,40845.0
andhra pradesh,whole year,turmeric,25,60,100,5.08,1037.32,28.081818181818186,1538.0,3136.0
andhra pradesh,whole year,tapioca,50,50,50,5.44,1037.32,28.081818181818186,447.0,2467.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.08,1037.32,28.081818181818186,428.0,2069.0
andhra pradesh,whole year,potato,180,60,90,4.86,1037.32,28.081818181818186,173.0,1117.0
andhra pradesh,whole year,cashewnuts,70,40,60,6.02,1037.32,28.081818181818186,29675.0,14486.0
andhra pradesh,whole year,banana,100,75,50,6.36,1037.32,28.081818181818186,2431.0,18798.0
andhra pradesh,rabi,sesamum,30,15,30,6.48,288.3,25.46,4006.0,1018.0
andhra pradesh,whole year,coriander,10,20,20,6.5,1037.32,28.081818181818186,20.0,15.0
andhra pradesh,rabi,rice,80,40,40,5.6,288.3,25.46,3744.0,7589.0
andhra pradesh,rabi,onion,120,60,65,5.86,288.3,25.46,308.0,4872.0
andhra pradesh,rabi,moong,20,40,20,5.58,288.3,25.46,2509.0,765.0
andhra pradesh,rabi,maize,80,40,20,5.34,288.3,25.46,1098.0,7107.0
andhra pradesh,rabi,jowar,80,40,40,5.56,288.3,25.46,94.0,69.0
andhra pradesh,rabi,horsegram,20,60,20,5.94,288.3,25.46,6235.0,4807.0
andhra pradesh,kharif,sesamum,30,15,30,6.6,654.34,29.26666666666667,10647.0,1565.0
andhra pradesh,kharif,rice,80,40,40,5.44,654.34,29.26666666666667,86579.0,145020.0
andhra pradesh,kharif,ragi,50,40,20,5.44,654.34,29.26666666666667,32390.0,37151.0
andhra pradesh,kharif,onion,120,60,65,5.86,654.34,29.26666666666667,32.0,444.0
andhra pradesh,kharif,moong,20,40,20,5.6,654.34,29.26666666666667,2369.0,1144.0
andhra pradesh,kharif,maize,80,40,20,5.48,654.34,29.26666666666667,6879.0,7567.0
andhra pradesh,rabi,ragi,50,40,20,5.56,288.3,25.46,1535.0,3187.0
andhra pradesh,whole year,cashewnuts,70,40,60,6.12,1037.32,28.081818181818186,665.0,183.0
andhra pradesh,whole year,banana,100,75,50,6.36,1037.32,28.081818181818186,479.0,8030.0
andhra pradesh,rabi,sesamum,30,15,30,6.56,288.3,25.46,250.0,64.0
andhra pradesh,rabi,horsegram,20,60,20,5.92,288.3,25.46,1149.0,622.0
andhra pradesh,kharif,sunflower,50,60,30,5.58,654.34,29.26666666666667,6737.0,7351.0
andhra pradesh,kharif,sesamum,30,15,30,6.4,654.34,29.26666666666667,1171.0,88.0
andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,40841.0,134204.0
andhra pradesh,kharif,ragi,50,40,20,5.48,654.34,29.26666666666667,309.0,342.0
andhra pradesh,kharif,onion,120,60,65,6.1,654.34,29.26666666666667,62.0,860.0
andhra pradesh,kharif,moong,20,40,20,5.42,654.34,29.26666666666667,7918.0,2629.0
andhra pradesh,kharif,maize,80,40,20,5.64,654.34,29.26666666666667,6257.0,27543.0
andhra pradesh,kharif,jowar,80,40,40,5.44,654.34,29.26666666666667,1570.0,898.0
andhra pradesh,kharif,cotton,120,40,20,5.56,654.34,29.26666666666667,37624.0,62633.0
andhra pradesh,whole year,turmeric,25,60,100,4.94,1037.32,28.081818181818186,878.0,4338.0
andhra pradesh,rabi,jowar,80,40,40,5.68,288.3,25.46,3490.0,2576.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.12,1037.32,28.081818181818186,16.0,212.0
andhra pradesh,whole year,banana,100,75,50,6.54,1037.32,28.081818181818186,2704.0,29845.0
andhra pradesh,rabi,wheat,60,30,30,6.4,288.3,25.46,1264.0,876.0
andhra pradesh,rabi,sesamum,30,15,30,6.66,288.3,25.46,74.0,36.0
andhra pradesh,rabi,rice,80,40,40,5.56,288.3,25.46,38162.0,98534.0
andhra pradesh,rabi,rapeseed,50,40,20,4.82,288.3,25.46,1071.0,427.0
andhra pradesh,rabi,onion,120,60,65,5.88,288.3,25.46,1474.0,37322.0
andhra pradesh,rabi,moong,20,40,20,5.58,288.3,25.46,398.0,121.0
andhra pradesh,rabi,maize,80,40,20,5.46,288.3,25.46,131.0,848.0
andhra pradesh,rabi,jowar,80,40,40,5.48,288.3,25.46,86436.0,131901.0
andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,1681.0,909.0
andhra pradesh,kharif,sunflower,50,60,30,5.34,654.34,29.26666666666667,133400.0,106830.0
andhra pradesh,whole year,coriander,10,20,20,6.52,1037.32,28.081818181818186,25112.0,10271.0
andhra pradesh,kharif,onion,120,60,65,5.9,654.34,29.26666666666667,112.0,1554.0
andhra pradesh,rabi,maize,80,40,20,5.56,288.3,25.46,2872.0,18705.0
andhra pradesh,rabi,onion,120,60,65,6.0,288.3,25.46,69.0,1091.0
andhra pradesh,rabi,rice,80,40,40,5.68,288.3,25.46,176106.0,597352.0
andhra pradesh,rabi,ragi,50,40,20,5.56,288.3,25.46,137.0,258.0
andhra pradesh,rabi,onion,120,60,65,6.06,288.3,25.46,2.0,32.0
andhra pradesh,rabi,moong,20,40,20,5.46,288.3,25.46,3258.0,2248.0
andhra pradesh,rabi,jowar,80,40,40,5.68,288.3,25.46,162.0,120.0
andhra pradesh,rabi,horsegram,20,60,20,5.86,288.3,25.46,372.0,201.0
andhra pradesh,kharif,sunflower,50,60,30,5.42,654.34,29.26666666666667,2511.0,2838.0
andhra pradesh,kharif,sesamum,30,15,30,6.5,654.34,29.26666666666667,1890.0,318.0
andhra pradesh,kharif,rice,80,40,40,5.5,654.34,29.26666666666667,34297.0,108413.0
andhra pradesh,kharif,ragi,50,40,20,5.36,654.34,29.26666666666667,166.0,184.0
andhra pradesh,kharif,onion,120,60,65,6.1,654.34,29.26666666666667,47.0,652.0
andhra pradesh,rabi,moong,20,40,20,5.58,288.3,25.46,3786.0,2862.0
andhra pradesh,kharif,moong,20,40,20,5.52,654.34,29.26666666666667,296.0,143.0
andhra pradesh,kharif,cotton,120,40,20,5.5,654.34,29.26666666666667,6553.0,17115.0
andhra pradesh,whole year,turmeric,25,60,100,5.02,1037.32,28.081818181818186,314.0,1357.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.02,1037.32,28.081818181818186,605.0,9829.0
andhra pradesh,whole year,coriander,10,20,20,6.44,1037.32,28.081818181818186,2993.0,2317.0
andhra pradesh,whole year,cashewnuts,70,40,60,5.92,1037.32,28.081818181818186,702.0,193.0
andhra pradesh,whole year,banana,100,75,50,6.48,1037.32,28.081818181818186,511.0,8370.0
andhra pradesh,rabi,wheat,60,30,30,6.1,288.3,25.46,15.0,10.0
andhra pradesh,rabi,sesamum,30,15,30,6.46,288.3,25.46,298.0,76.0
andhra pradesh,rabi,rice,80,40,40,5.54,288.3,25.46,106540.0,385888.0
andhra pradesh,rabi,rapeseed,50,40,20,5.08,288.3,25.46,11.0,3.0
andhra pradesh,rabi,ragi,50,40,20,5.34,288.3,25.46,3963.0,7795.0
andhra pradesh,kharif,maize,80,40,20,5.46,654.34,29.26666666666667,98.0,262.0
andhra pradesh,whole year,orange,20,10,10,4.06,1037.32,28.081818181818186,769.0,6280.0
andhra pradesh,kharif,ragi,50,40,20,5.56,654.34,29.26666666666667,6914.0,6478.0
andhra pradesh,kharif,sesamum,30,15,30,6.36,654.34,29.26666666666667,24350.0,4261.0
andhra pradesh,whole year,cashewnuts,70,40,60,5.88,1037.32,28.081818181818186,687.0,85.0
andhra pradesh,whole year,coriander,10,20,20,6.48,1037.32,28.081818181818186,3841.0,2124.0
andhra pradesh,whole year,cucumber,60,60,85,6.4,1037.32,28.081818181818186,444.0,0.0
andhra pradesh,whole year,mango,20,20,30,5.08,1037.32,28.081818181818186,5235.0,16046.0
andhra pradesh,whole year,orange,20,10,10,4.02,1037.32,28.081818181818186,10581.0,187420.0
andhra pradesh,whole year,papaya,50,50,50,5.86,1037.32,28.081818181818186,721.0,94052.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.1,1037.32,28.081818181818186,425.0,4655.0
andhra pradesh,whole year,tomato,100,40,90,6.04,1037.32,28.081818181818186,4048.0,19694.0
andhra pradesh,whole year,turmeric,25,60,100,5.1,1037.32,28.081818181818186,183.0,981.0
andhra pradesh,kharif,cotton,120,40,20,5.62,654.34,29.26666666666667,5798.0,10300.0
andhra pradesh,kharif,horsegram,20,60,20,6.1,654.34,29.26666666666667,20.0,10.0
andhra pradesh,kharif,jowar,80,40,40,5.44,654.34,29.26666666666667,10.0,3.0
andhra pradesh,kharif,maize,80,40,20,5.54,654.34,29.26666666666667,2.0,2.0
andhra pradesh,kharif,moong,20,40,20,5.64,654.34,29.26666666666667,1112.0,168.0
andhra pradesh,kharif,onion,120,60,65,6.06,654.34,29.26666666666667,78.0,932.0
andhra pradesh,kharif,ragi,50,40,20,5.48,654.34,29.26666666666667,144.0,124.0
andhra pradesh,kharif,rice,80,40,40,5.4,654.34,29.26666666666667,45511.0,149276.0
andhra pradesh,kharif,sesamum,30,15,30,6.44,654.34,29.26666666666667,2926.0,281.0
andhra pradesh,kharif,sunflower,50,60,30,5.5,654.34,29.26666666666667,4565.0,4227.0
andhra pradesh,rabi,horsegram,20,60,20,5.98,288.3,25.46,772.0,286.0
andhra pradesh,rabi,jowar,80,40,40,5.52,288.3,25.46,283.0,227.0
andhra pradesh,rabi,maize,80,40,20,5.38,288.3,25.46,65.0,450.0
andhra pradesh,rabi,moong,20,40,20,5.36,288.3,25.46,2532.0,1729.0
andhra pradesh,whole year,brinjal,80,15,40,6.46,1037.32,28.081818181818186,558.0,7369.0
andhra pradesh,whole year,bottlegourd,100,50,50,6.58,1037.32,28.081818181818186,7.0,0.0
andhra pradesh,whole year,ladyfinger,80,10,40,6.56,1037.32,28.081818181818186,511.0,3629.0
andhra pradesh,whole year,banana,100,75,50,6.56,1037.32,28.081818181818186,538.0,10429.0
andhra pradesh,whole year,potato,180,60,90,5.04,1037.32,28.081818181818186,1.0,5.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.1,1037.32,28.081818181818186,17.0,184.0
andhra pradesh,whole year,tomato,100,40,90,6.0,1037.32,28.081818181818186,21469.0,142009.0
andhra pradesh,whole year,turmeric,25,60,100,4.84,1037.32,28.081818181818186,878.0,2848.0
andhra pradesh,kharif,cotton,120,40,20,5.38,654.34,29.26666666666667,24364.0,28377.0
andhra pradesh,kharif,jowar,80,40,40,5.46,654.34,29.26666666666667,792.0,264.0
andhra pradesh,kharif,maize,80,40,20,5.5,654.34,29.26666666666667,6448.0,168.0
andhra pradesh,kharif,moong,20,40,20,5.32,654.34,29.26666666666667,25955.0,1376.0
andhra pradesh,kharif,onion,120,60,65,6.1,654.34,29.26666666666667,123.0,1470.0
andhra pradesh,kharif,ragi,50,40,20,5.42,654.34,29.26666666666667,214.0,184.0
andhra pradesh,kharif,rice,80,40,40,5.68,654.34,29.26666666666667,19256.0,46927.0
andhra pradesh,rabi,onion,120,60,65,6.14,288.3,25.46,1.0,13.0
andhra pradesh,kharif,sesamum,30,15,30,6.5,654.34,29.26666666666667,6279.0,276.0
andhra pradesh,kharif,sunflower,50,60,30,5.36,654.34,29.26666666666667,15013.0,16269.0
andhra pradesh,rabi,horsegram,20,60,20,5.92,288.3,25.46,2105.0,779.0
andhra pradesh,rabi,jowar,80,40,40,5.4,288.3,25.46,8739.0,7009.0
andhra pradesh,rabi,maize,80,40,20,5.62,288.3,25.46,2230.0,11538.0
andhra pradesh,rabi,moong,20,40,20,5.36,288.3,25.46,2115.0,224.0
andhra pradesh,rabi,onion,120,60,65,6.08,288.3,25.46,88.0,1108.0
andhra pradesh,rabi,ragi,50,40,20,5.68,288.3,25.46,3872.0,5676.0
andhra pradesh,rabi,rapeseed,50,40,20,5.08,288.3,25.46,22.0,2.0
andhra pradesh,rabi,rice,80,40,40,5.38,288.3,25.46,46223.0,104325.0
andhra pradesh,rabi,sesamum,30,15,30,6.32,288.3,25.46,338.0,111.0
andhra pradesh,rabi,wheat,60,30,30,6.11,288.3,25.46,73.0,67.0
andhra pradesh,kharif,soyabean,20,60,20,5.46,654.34,29.26666666666667,12.0,0.0
andhra pradesh,rabi,ragi,50,40,20,5.46,288.3,25.46,384.0,501.0
andhra pradesh,rabi,rice,80,40,40,5.58,288.3,25.46,173384.0,522579.0
andhra pradesh,rabi,sesamum,30,15,30,6.42,288.3,25.46,596.0,108.0
andhra pradesh,rabi,moong,20,40,20,5.46,288.3,25.46,1975.0,602.0
andhra pradesh,rabi,maize,80,40,20,5.66,288.3,25.46,12639.0,81698.0
andhra pradesh,rabi,jowar,80,40,40,5.66,288.3,25.46,1138.0,840.0
andhra pradesh,rabi,horsegram,20,60,20,6.08,288.3,25.46,335.0,181.0
andhra pradesh,kharif,sunflower,50,60,30,5.52,654.34,29.26666666666667,437.0,494.0
andhra pradesh,kharif,sesamum,30,15,30,6.46,654.34,29.26666666666667,7.0,1.0
andhra pradesh,kharif,rice,80,40,40,5.56,654.34,29.26666666666667,222720.0,576622.0
andhra pradesh,kharif,moong,20,40,20,5.62,654.34,29.26666666666667,119.0,57.0
andhra pradesh,kharif,maize,80,40,20,5.44,654.34,29.26666666666667,845.0,2259.0
andhra pradesh,kharif,jowar,80,40,40,5.46,654.34,29.26666666666667,324.0,185.0
andhra pradesh,kharif,cotton,120,40,20,5.4,654.34,29.26666666666667,3269.0,8538.0
andhra pradesh,rabi,onion,120,60,65,6.16,288.3,25.46,1.0,16.0
andhra pradesh,whole year,turmeric,25,60,100,4.82,1037.32,28.081818181818186,33.0,143.0
andhra pradesh,whole year,sweetpotato,90,20,120,4.86,1037.32,28.081818181818186,54.0,717.0
andhra pradesh,whole year,cashewnuts,70,40,60,5.92,1037.32,28.081818181818186,9138.0,2512.0
andhra pradesh,whole year,banana,100,75,50,6.38,1037.32,28.081818181818186,6173.0,77495.0
andhra pradesh,rabi,sesamum,30,15,30,6.46,288.3,25.46,5277.0,1409.0
andhra pradesh,rabi,rice,80,40,40,5.32,288.3,25.46,3864.0,10085.0
andhra pradesh,rabi,ragi,50,40,20,5.5,288.3,25.46,2172.0,3892.0
andhra pradesh,rabi,onion,120,60,65,6.06,288.3,25.46,408.0,6453.0
andhra pradesh,rabi,moong,20,40,20,5.52,288.3,25.46,19742.0,6989.0
andhra pradesh,rabi,maize,80,40,20,5.58,288.3,25.46,3302.0,21374.0
andhra pradesh,rabi,jowar,80,40,40,5.42,288.3,25.46,56.0,41.0
andhra pradesh,rabi,horsegram,20,60,20,6.18,288.3,25.46,26871.0,12925.0
andhra pradesh,whole year,tapioca,50,50,50,5.62,1037.32,28.081818181818186,182.0,1506.0
andhra pradesh,kharif,rice,80,40,40,5.54,654.34,29.26666666666667,106296.0,199624.0
andhra pradesh,rabi,rice,80,40,40,5.58,288.3,25.46,191480.0,896509.0
andhra pradesh,whole year,banana,100,75,50,6.36,1037.32,28.081818181818186,8264.0,99790.0
andhra pradesh,whole year,banana,100,75,50,6.64,1037.32,28.081818181818186,521.0,10099.0
andhra pradesh,whole year,ladyfinger,80,10,40,6.54,1037.32,28.081818181818186,211.0,1386.0
andhra pradesh,whole year,bottlegourd,100,50,50,6.36,1037.32,28.081818181818186,11.0,0.0
andhra pradesh,whole year,brinjal,80,15,40,6.42,1037.32,28.081818181818186,490.0,6471.0
andhra pradesh,whole year,cashewnuts,70,40,60,6.1,1037.32,28.081818181818186,778.0,97.0
andhra pradesh,whole year,coriander,10,20,20,6.34,1037.32,28.081818181818186,33.0,18.0
andhra pradesh,whole year,cucumber,60,60,85,6.34,1037.32,28.081818181818186,85.0,0.0
andhra pradesh,whole year,mango,20,20,30,5.12,1037.32,28.081818181818186,9804.0,33578.0
andhra pradesh,whole year,orange,20,10,10,4.02,1037.32,28.081818181818186,1680.0,29844.0
andhra pradesh,whole year,papaya,50,50,50,5.9,1037.32,28.081818181818186,8.0,1044.0
andhra pradesh,whole year,sweetpotato,90,20,120,4.82,1037.32,28.081818181818186,112.0,1174.0
andhra pradesh,rabi,sesamum,30,15,30,6.44,288.3,25.46,527.0,134.0
andhra pradesh,whole year,tomato,100,40,90,6.02,1037.32,28.081818181818186,154.0,1108.0
andhra pradesh,kharif,cotton,120,40,20,5.62,654.34,29.26666666666667,1522.0,2704.0
andhra pradesh,kharif,jowar,80,40,40,5.44,654.34,29.26666666666667,318.0,106.0
andhra pradesh,kharif,maize,80,40,20,5.58,654.34,29.26666666666667,400.0,388.0
andhra pradesh,kharif,moong,20,40,20,5.68,654.34,29.26666666666667,196.0,30.0
andhra pradesh,kharif,onion,120,60,65,5.98,654.34,29.26666666666667,41.0,490.0
andhra pradesh,kharif,ragi,50,40,20,5.54,654.34,29.26666666666667,2018.0,1933.0
andhra pradesh,kharif,rice,80,40,40,5.38,654.34,29.26666666666667,153148.0,267550.0
andhra pradesh,kharif,sesamum,30,15,30,6.4,654.34,29.26666666666667,2095.0,201.0
andhra pradesh,whole year,turmeric,25,60,100,5.02,1037.32,28.081818181818186,263.0,1137.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.08,1037.32,28.081818181818186,13.0,173.0
andhra pradesh,whole year,cashewnuts,70,40,60,5.88,1037.32,28.081818181818186,42195.0,6854.0
andhra pradesh,whole year,turmeric,25,60,100,4.96,1037.32,28.081818181818186,175.0,938.0
andhra pradesh,kharif,ragi,50,40,20,5.5,654.34,29.26666666666667,7.0,6.0
andhra pradesh,kharif,rice,80,40,40,5.6,654.34,29.26666666666667,34618.0,100635.0
andhra pradesh,kharif,sesamum,30,15,30,6.34,654.34,29.26666666666667,429.0,126.0
andhra pradesh,rabi,horsegram,20,60,20,5.82,288.3,25.46,14551.0,5311.0
andhra pradesh,kharif,sunflower,50,60,30,5.58,654.34,29.26666666666667,92.0,136.0
andhra pradesh,kharif,sesamum,30,15,30,6.32,654.34,29.26666666666667,2008.0,466.0
andhra pradesh,kharif,rice,80,40,40,5.42,654.34,29.26666666666667,207461.0,399155.0
andhra pradesh,kharif,ragi,50,40,20,5.54,654.34,29.26666666666667,3184.0,2738.0
andhra pradesh,kharif,onion,120,60,65,6.14,654.34,29.26666666666667,63.0,879.0
andhra pradesh,kharif,moong,20,40,20,5.54,654.34,29.26666666666667,214.0,95.0
andhra pradesh,kharif,maize,80,40,20,5.48,654.34,29.26666666666667,242.0,630.0
andhra pradesh,kharif,jowar,80,40,40,5.6,654.34,29.26666666666667,376.0,139.0
andhra pradesh,kharif,horsegram,20,60,20,5.82,654.34,29.26666666666667,1.0,1.0
andhra pradesh,kharif,cotton,120,40,20,5.32,654.34,29.26666666666667,1836.0,3467.0
andhra pradesh,whole year,turmeric,25,60,100,5.04,1037.32,28.081818181818186,137.0,615.0
andhra pradesh,whole year,tapioca,50,50,50,5.66,1037.32,28.081818181818186,25.0,191.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.06,1037.32,28.081818181818186,234.0,2341.0
andhra pradesh,whole year,coriander,10,20,20,6.64,1037.32,28.081818181818186,125.0,93.0
andhra pradesh,whole year,cashewnuts,70,40,60,6.04,1037.32,28.081818181818186,743.0,162.0
andhra pradesh,whole year,banana,100,75,50,6.4,1037.32,28.081818181818186,567.0,8154.0
andhra pradesh,rabi,sesamum,30,15,30,6.5,288.3,25.46,442.0,92.0
andhra pradesh,rabi,rice,80,40,40,5.42,288.3,25.46,132867.0,367510.0
andhra pradesh,rabi,ragi,50,40,20,5.48,288.3,25.46,626.0,867.0
andhra pradesh,rabi,moong,20,40,20,5.36,288.3,25.46,4682.0,1522.0
andhra pradesh,rabi,maize,80,40,20,5.52,288.3,25.46,273.0,1470.0
andhra pradesh,rabi,jowar,80,40,40,5.42,288.3,25.46,1190.0,1484.0
andhra pradesh,rabi,jowar,80,40,40,5.54,288.3,25.46,63.0,51.0
andhra pradesh,rabi,maize,80,40,20,5.44,288.3,25.46,11.0,59.0
andhra pradesh,rabi,moong,20,40,20,5.64,288.3,25.46,23346.0,10926.0
andhra pradesh,rabi,onion,120,60,65,6.06,288.3,25.46,1055.0,18097.0
andhra pradesh,rabi,ragi,50,40,20,5.54,288.3,25.46,1529.0,2740.0
andhra pradesh,rabi,onion,120,60,65,5.82,288.3,25.46,326.0,5731.0
andhra pradesh,rabi,moong,20,40,20,5.66,288.3,25.46,2556.0,856.0
andhra pradesh,rabi,maize,80,40,20,5.68,288.3,25.46,901.0,4851.0
andhra pradesh,rabi,jowar,80,40,40,5.62,288.3,25.46,198.0,173.0
andhra pradesh,rabi,horsegram,20,60,20,5.92,288.3,25.46,6195.0,1592.0
andhra pradesh,kharif,sesamum,30,15,30,6.46,654.34,29.26666666666667,11432.0,3132.0
andhra pradesh,kharif,rice,80,40,40,5.62,654.34,29.26666666666667,115239.0,183345.0
andhra pradesh,kharif,ragi,50,40,20,5.46,654.34,29.26666666666667,34119.0,32038.0
andhra pradesh,kharif,onion,120,60,65,6.06,654.34,29.26666666666667,93.0,1298.0
andhra pradesh,kharif,moong,20,40,20,5.56,654.34,29.26666666666667,2537.0,1126.0
andhra pradesh,rabi,horsegram,20,60,20,5.94,288.3,25.46,754.0,159.0
andhra pradesh,kharif,maize,80,40,20,5.52,654.34,29.26666666666667,6704.0,6979.0
andhra pradesh,kharif,horsegram,20,60,20,5.94,654.34,29.26666666666667,392.0,199.0
andhra pradesh,kharif,cotton,120,40,20,5.34,654.34,29.26666666666667,1119.0,2113.0
andhra pradesh,whole year,turmeric,25,60,100,5.04,1037.32,28.081818181818186,265.0,1190.0
andhra pradesh,whole year,tapioca,50,50,50,5.34,1037.32,28.081818181818186,191.0,1462.0
andhra pradesh,whole year,sweetpotato,90,20,120,5.0,1037.32,28.081818181818186,52.0,703.0
andhra pradesh,whole year,potato,180,60,90,5.18,1037.32,28.081818181818186,7.0,60.0
andhra pradesh,whole year,cashewnuts,70,40,60,6.08,1037.32,28.081818181818186,18571.0,6339.0
andhra pradesh,whole year,banana,100,75,50,6.62,1037.32,28.081818181818186,1226.0,17335.0
andhra pradesh,rabi,sesamum,30,15,30,6.58,288.3,25.46,3847.0,604.0
andhra pradesh,rabi,rice,80,40,40,5.54,288.3,25.46,1100.0,2012.0
andhra pradesh,rabi,ragi,50,40,20,5.56,288.3,25.46,1024.0,1318.0
andhra pradesh,kharif,jowar,80,40,40,5.44,654.34,29.26666666666667,1492.0,554.0
andhra pradesh,kharif,sunflower,50,60,30,5.64,654.34,29.26666666666667,2469.0,2634.0
andhra pradesh,kharif,sesamum,30,15,30,6.58,654.34,29.26666666666667,6260.0,1452.0
andhra pradesh,kharif,rice,80,40,40,5.4,654.34,29.26666666666667,55041.0,171563.0
andhra pradesh,kharif,horsegram,20,60,20,5.84,654.34,29.26666666666667,15.0,8.0
andhra pradesh,kharif,cotton,120,40,20,5.56,654.34,29.26666666666667,47128.0,61544.0
andhra pradesh,whole year,turmeric,25,60,100,4.82,1037.32,28.081818181818186,1324.0,9221.0
andhra pradesh,whole year,sweetpotato,90,20,120,4.96,1037.32,28.081818181818186,5.0,68.0
andhra pradesh,whole year,coriander,10,20,20,6.5,1037.32,28.081818181818186,19621.0,6632.0
andhra pradesh,whole year,banana,100,75,50,6.66,1037.32,28.081818181818186,2327.0,32282.0
andhra pradesh,rabi,wheat,60,30,30,6.3,288.3,25.46,850.0,484.0
andhra pradesh,rabi,sesamum,30,15,30,6.54,288.3,25.46,126.0,26.0
andhra pradesh,rabi,rice,80,40,40,5.44,288.3,25.46,13909.0,38083.0
andhra pradesh,rabi,rapeseed,50,40,20,5.16,288.3,25.46,2610.0,903.0
andhra pradesh,rabi,onion,120,60,65,6.14,288.3,25.46,1098.0,23828.0
andhra pradesh,kharif,jowar,80,40,40,5.38,654.34,29.26666666666667,2992.0,1110.0
andhra pradesh,rabi,moong,20,40,20,5.5,288.3,25.46,274.0,92.0
andhra pradesh,rabi,jowar,80,40,40,5.46,288.3,25.46,86644.0,105792.0
andhra pradesh,rabi,horsegram,20,60,20,6.06,288.3,25.46,1361.0,287.0
andhra pradesh,kharif,sunflower,50,60,30,5.6,654.34,29.26666666666667,98381.0,76276.0
andhra pradesh,kharif,sesamum,30,15,30,6.56,654.34,29.26666666666667,365.0,85.0
andhra pradesh,kharif,rice,80,40,40,5.34,654.34,29.26666666666667,93188.0,307427.0
andhra pradesh,kharif,ragi,50,40,20,5.34,654.34,29.26666666666667,43.0,70.0
andhra pradesh,kharif,onion,120,60,65,6.02,654.34,29.26666666666667,8564.0,126747.0
andhra pradesh,kharif,moong,20,40,20,5.4,654.34,29.26666666666667,8588.0,3813.0
andhra pradesh,kharif,maize,80,40,20,5.46,654.34,29.26666666666667,2635.0,6862.0
andhra pradesh,kharif,jowar,80,40,40,5.46,654.34,29.26666666666667,7662.0,11953.0
andhra pradesh,kharif,horsegram,20,60,20,5.96,654.34,29.26666666666667,32.0,16.0
andhra pradesh,rabi,maize,80,40,20,5.68,288.3,25.46,175.0,942.0
andhra pradesh,rabi,rapeseed,50,40,20,5.02,288.3,25.46,226.0,17.0
andhra pradesh,kharif,maize,80,40,20,5.5,654.34,29.26666666666667,12141.0,42093.0
andhra pradesh,kharif,onion,120,60,65,6.06,654.34,29.26666666666667,173.0,2414.0
andhra pradesh,kharif,ragi,50,40,20,5.34,654.34,29.26666666666667,213.0,202.0
andhra pradesh,kharif,onion,120,60,65,6.14,654.34,29.26666666666667,51.0,712.0
